Service Tag,System Type,Ship Date,Dell IBU,Description,Provider,Warrenty Extension Notice *,Start Date,End Date,Days Left,,,,,,,,,,,,,,,,,,
441c831,poweredge 600sc,8/12/2003,americas,next business day support,wang,no,8/12/2003,8/11/2004,0,,,,,,,,,,,,,,,,,,
M9DC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g1lc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
g58c831,latitude d600,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
35nc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
4hhc831,optiplex gx260,8/11/2003,americas,next business day support,ibm,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
BEOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NPHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PMGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
POGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
14IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M2LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MA5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
21lc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
AMDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcc831,latitude d600,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
h86c831,inspiron 5100,8/11/2003,americas,sol,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,,,,,,
0H2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E5MC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hg0c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
L7EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LBFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I7DC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K0KC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
072C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P6LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0M7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3g0c831,dimension 4600,8/18/2003,latin america,uny,8/18/2003,8/17/2004,0,,,,,,,,,,,,,,,,,,,,
I6BC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5I6C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
JLIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f1kc831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
DEGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4POC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
026C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MPJC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1NEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
70dc831,inspiron 1100,8/11/2003,americas,sol,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,,,
f19c831,latitude d500,8/11/2003,americas,complete care,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
PKFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
766c831,dell precision workstation 360,8/9/2003,americas,next business day support,uny,no,8/8/2004,8/8/2006,0,,,,,,,,,,,,,,,,,,
EPNC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4A7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PBOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
08JC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
447c831,inspiron 600m,8/11/2003,americas,next business day support,bsc,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
HAOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8I7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
b17c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
EJEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LP8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E3OC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2I4C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
jbdc831,optiplex gx260,8/11/2003,americas,next business day support,bsc,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
3dmc831,inspiron 5150,8/14/2003,americas,sol,9/22/2006,9/30/2007,0,rapid response depot,sol,9/22/2006,9/30/2007,0,,,,,,,,,,,,,,,
bd9c831,optiplex sx270n,8/8/2003,americas,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
PL5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8jpc831,inspiron 5150,8/14/2003,americas,sol,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,,,
NE2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6b3c831,latitude c610,8/13/2003,americas,complete care,wang,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
OO8C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
70nc831,inspiron 5150,8/14/2003,americas,rapid response depot,sol,no,9/22/2006,9/22/2007,0,,,,,,,,,,,,,,,,,,
81nc831,inspiron 1100,8/13/2003,americas,bsc,8/12/2004,8/12/2005,0,,,,,,,,,,,,,,,,,,,,
3b6c831,inspiron 5100,8/11/2003,americas,sol,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,,,
LMDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3l4c831,inspiron 5100,9/4/2003,americas,rapid response depot,sol,no,9/4/2003,9/3/2004,0,,,,,,,,,,,,,,,,,,
P62C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AALC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEBC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
806c831,latitude c640,8/14/2003,americas,next business day support,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
1mfc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
g2pc831,dell precision workstation 360,8/9/2003,americas,next business day support,ibm,no,8/8/2004,8/8/2006,0,,,,,,,,,,,,,,,,,,
519c831,latitude d500,8/11/2003,americas,complete care,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
H3EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
283c831,optiplex gx270,8/8/2003,americas,next business day support,uny,no,7/14/2004,7/14/2006,0,,,,,,,,,,,,,,,,,,
0B6C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
668c831,latitude c840,8/14/2003,americas,next business day support,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
14hc831,optiplex gx270,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2007,0,,,,,,,,,,,,,,,,,,
IH9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N16C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
27IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MCAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M7OC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
208c831,optiplex gx260,8/8/2003,americas,next business day support,bsc,no,8/15/2006,8/6/2008,0,,,,,,,,,,,,,,,,,,
1JEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PKMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hhgc831,optiplex gx270,8/12/2003,americas,next business day support,wang,no,8/11/2004,8/11/2007,0,,,,,,,,,,,,,,,,,,
75hc831,optiplex gx270,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2007,0,,,,,,,,,,,,,,,,,,
6E6C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
b0bc831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
NB1C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KLOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1ccc831,latitude d600,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
P6FC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IF5C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NCFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ML2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7b4c831,inspiron 1100,8/12/2003,americas,sol,8/12/2003,8/11/2004,0,,,,,,,,,,,,,,,,,,,,
IIGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
BO7C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O9FC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cp0c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
99mc831,optiplex sx270n,8/10/2003,americas,client gold support / prosupport,dell,no,8/10/2003,8/9/2006,0,next business day support,uny,no,8/9/2004,8/9/2006,0,,,,,,,,,,,,
GCKC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P6PC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6m1c831,latitude d800,1/4/2004,americas,next business day support,bsc,no,1/3/2005,1/3/2007,0,,,,,,,,,,,,,,,,,,
8MIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N2IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hh6c831,latitude d600,8/13/2003,americas,next business day support,uny,no,6/21/2007,7/1/2009,0,next business day support,uny,no,6/21/2007,7/1/2009,0,,,,,,,,,,,,
glpc831,inspiron 5100,8/13/2003,americas,bsc,8/12/2004,8/12/2005,0,,,,,,,,,,,,,,,,,,,,
842c831,dell precision workstation 360,8/8/2003,americas,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
3f5c831,latitude c840,8/12/2003,americas,complete care,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,,,,,,,
L0EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
07MC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
42hc831,inspiron 600m,8/13/2003,americas,complete care,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
B9AC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1OHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AOCC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3g8c831,latitude d400,8/13/2003,americas,client gold support / prosupport,dell,no,8/13/2003,8/12/2006,0,complete care,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,
L3FC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
29cc831,optiplex gx260,8/11/2003,canada,next business day support,uny,no,8/11/2004,8/11/2007,0,,,,,,,,,,,,,,,,,,
h9kc831,inspiron 500m,8/14/2003,americas,sol,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,,,
B2EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
680c831,dell precision workstation 360,8/11/2003,americas,4 hour on-site service,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
7c6c831,xps/dimension xps,8/11/2003,americas,bsc,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,,,
JJOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GGLC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HO9C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4mcc831,inspiron 1100,8/14/2003,americas,rapid response depot,sol,no,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,
7knc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
PMKC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
24dc831,optiplex gx60,8/18/2003,latin america,client gold support / prosupport,dell,no,8/18/2003,8/17/2006,0,next business day support,uny,no,8/17/2004,8/17/2006,0,,,,,,,,,,,,
8AMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1m3c831,poweredge 2650,8/12/2003,americas,4 hour on-site service,uny,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,,,,,,,
69gc831,inspiron 500m,8/14/2003,americas,sol,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,,,
fk7c831,optiplex gx260,8/13/2003,americas,next business day support,qlx,no,8/12/2004,8/12/2007,0,,,,,,,,,,,,,,,,,,
E2KC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
54cc831,latitude d600,8/14/2003,canada,complete care,uny,no,8/14/2004,8/14/2006,0,,,,,,,,,,,,,,,,,,
COCC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
97nc831,latitude d600,8/14/2003,americas,dell,8/14/2003,8/13/2006,0,next business day support,uny,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,
PJFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5FEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8HEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
j92c831,optiplex gx260n,8/13/2003,americas,next business day support,uny,no,8/12/2006,8/12/2007,0,,,,,,,,,,,,,,,,,,
2COC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P3CC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IKPC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IJ2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5c7c831,poweredge 600sc,8/11/2003,americas,4 hour on-site service,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
24fc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
NCDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PFMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M82C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
c4jc831,optiplex 160l,8/12/2003,americas,client gold support / prosupport,dell,no,8/12/2003,8/11/2006,0,next business day support,wang,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,
9h3c831,optiplex gx260,8/8/2003,americas,client gold support / prosupport,dell,no,8/8/2003,8/7/2006,0,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,
O46C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OANC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5OFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5fhc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
0MPC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EPGC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
fj6c831,poweredge 1750,8/11/2003,americas,next business day support,uny,no,8/10/2006,8/10/2008,0,,,,,,,,,,,,,,,,,,
M4JC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d4hc831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
bg9c831,optiplex sx270n,8/18/2003,latin america,uny,8/17/2004,8/17/2006,0,,,,,,,,,,,,,,,,,,,,
JIFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
174c831,optiplex gx260,8/13/2003,americas,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
KKKC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
II2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2D3C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5blc831,latitude c640,8/13/2003,americas,complete care,dell,no,4/5/2006,1/31/2007,0,next business day support,uny,no,8/12/2006,1/31/2007,0,,,,,,,,,,,,
3LIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AK3C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
996c831,inspiron 5100,8/29/2003,americas,rapid response depot,sol,no,8/29/2003,8/28/2004,0,,,,,,,,,,,,,,,,,,
M35C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I68C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
007C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GJEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
47mc831,optiplex gx260,8/11/2003,americas,next business day support,bsc,no,9/29/2006,8/10/2008,0,,,,,,,,,,,,,,,,,,
12cc831,inspiron 8500,8/14/2003,americas,sol,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,,,
62IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9l8c831,latitude d400,8/14/2003,americas,client gold support / prosupport,dell,no,8/14/2003,8/13/2006,0,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,
583c831,latitude c610,8/12/2003,americas,complete care,wang,no,8/11/2004,8/11/2006,0,,,,,,,,,,,,,,,,,,
PJMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0N3C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
224c831,latitude d500,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,
BECC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d7pc831,optiplex gx260,8/13/2003,americas,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
LDFC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
43lc831,latitude d600,8/13/2003,americas,rapid response depot,sol,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
bnpc831,optiplex gx260,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
INMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6b5c831,latitude d500,8/11/2003,americas,complete care,dell,no,11/15/2006,8/10/2008,0,next business day support,uny,no,11/15/2006,8/10/2008,0,,,,,,,,,,,,
445c831,inspiron 5100,8/13/2003,americas,sol,8/13/2003,8/12/2004,0,,,,,,,,,,,,,,,,,,,,
f52c831,optiplex sx270n,8/8/2003,americas,next business day support,uny,no,8/7/2006,8/7/2008,0,,,,,,,,,,,,,,,,,,
H9EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1DEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
G7IC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LKCC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
II4C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MDPC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
CNEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
JABC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9kpc831,optiplex gx260,8/13/2003,americas,next business day support,dc1,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
KMMC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M4EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
06DC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KGDC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6AHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9mkc831,optiplex gx260,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
hc1c831,inspiron 5150,8/14/2003,americas,rapid response depot,sol,no,9/22/2006,9/22/2007,0,,,,,,,,,,,,,,,,,,
PIIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d1dc831,optiplex gx260,8/13/2003,americas,client gold support / prosupport,dell,no,8/13/2003,8/12/2006,0,next business day support,wang,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,
8j5c831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
fp4c831,latitude c840,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,complete care,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
IMNC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gpbc831,optiplex gx260,8/8/2003,americas,next business day support,wang,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
jc6c831,inspiron 5100,8/10/2003,americas,next business day support,bsc,no,8/10/2003,8/9/2004,0,,,,,,,,,,,,,,,,,,
3dhc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
9ELC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MMAC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3ggc831,latitude d600,8/14/2003,americas,complete care,uny,no,8/13/2004,8/13/2007,0,,,,,,,,,,,,,,,,,,
d84c831,optiplex gx260,8/8/2003,americas,next business day support,uny,no,8/7/2004,8/7/2006,0,,,,,,,,,,,,,,,,,,
0GIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
fjdc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
CINC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9klc831,inspiron 500m,8/13/2003,americas,complete care,bsc,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
GI6C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AOEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4KOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
82EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MNIC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MB1C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OP2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7K2C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2jbc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
24hc831,inspiron 1100,8/14/2003,americas,bsc,8/13/2004,8/13/2005,0,,,,,,,,,,,,,,,,,,,,
7ADC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0A0C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E7EC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
dc0c831,dell precision workstation 360,8/11/2003,americas,4 hour on-site service,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
41lc831,optiplex gx260,8/11/2003,americas,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
93fc831,inspiron 1100,8/12/2003,americas,bsc,8/11/2004,8/11/2005,0,,,,,,,,,,,,,,,,,,,,
j77c831,inspiron 600m,8/11/2003,americas,sol,8/10/2004,8/10/2006,0,rapid response depot,sol,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,
0BJC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1j3c831,optiplex 160l,8/11/2003,americas,next business day support,wang,no,8/11/2003,8/10/2004,0,,,,,,,,,,,,,,,,,,
OC0C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K8PC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6pjc831,optiplex sx260,8/11/2003,americas,client gold support / prosupport,dell,no,8/11/2003,8/10/2006,0,next business day support,wang,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,
FMEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GO4C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3m0c831,latitude d600,8/13/2003,americas,complete care,wang,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
L1LC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EHEC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EFOC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gldc831,optiplex gx260,8/11/2003,americas,next business day support,uny,no,8/10/2004,8/10/2006,0,,,,,,,,,,,,,,,,,,
PKLC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
b99c831,inspiron 8500,8/14/2003,americas,sol,8/14/2003,8/13/2004,0,,,,,,,,,,,,,,,,,,,,
40hc831,inspiron 1100,8/14/2003,americas,sol,8/13/2004,8/13/2006,0,,,,,,,,,,,,,,,,,,,,
A99C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LE3C831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4ILC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K0CC831,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
8pmc831,optiplex sx270n,8/13/2003,americas,next business day support,uny,no,8/12/2004,8/12/2006,0,,,,,,,,,,,,,,,,,,
