Service Tag,System Type,Ship Date,Dell IBU,Description,Provider,Warrenty Extension Notice *,Start Date,End Date,Days Left,,,,,,,,,,,,,,,,,,
7dpkyb1,latitude d620,10/16/2006,americas,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,complete care,dell,no,10/16/2006,10/15/2009,0,keep your hard drive service,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0
1b1kyb1,latitude d520,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
8fckyb1,inspiron 640m / e1405,7/11/2008,americas,dell,8/17/2005,8/16/2008,0,"next business day, includes nights/weekends",qlx,8/17/2006,8/16/2008,0,limited technical support,dell,8/17/2006,8/16/2008,0,,,,,,,,,,
PO8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HBAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MC2KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E7CKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P52KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OC0KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
230kyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
1nbkyb1,inspiron 6400/e1505,10/15/2006,americas,dell,10/15/2006,10/15/2007,0,rapid response depot,sol,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
NF5KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PECKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
AI9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
31lkyb1,optiplex gx620,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
PL6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hhfkyb1,inspiron 9400/e1705,10/18/2006,americas,client gold support / prosupport,dell,no,10/18/2006,10/17/2009,0,complete care,dell,no,10/18/2006,10/17/2009,0,next business day support,uny,no,10/18/2007,10/17/2009,0,limited technical support,dell,no,10/18/2007,10/17/2009,0
AMOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ENNKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
fhfkyb1,inspiron 6400/e1505,10/16/2006,americas,bsc,10/16/2007,10/15/2008,0,limited technical support,dell,10/16/2007,10/15/2008,0,,,,,,,,,,,,,,,
K3GKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
66bkyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
ABNKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NJCKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7b0kyb1,latitude d820,10/16/2006,canada,next business day support,uny,no,10/16/2007,10/15/2010,0,,,,,,,,,,,,,,,,,,
KN1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L2CKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E11KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9f0kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
GEFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
71fkyb1,optiplex gx620,10/15/2006,canada,next business day support,uny,no,10/15/2007,10/14/2011,269,,,,,,,,,,,,,,,,,,
MG8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
00KKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1OLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MJ1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MDPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NNGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3p6kyb1,optiplex gx520,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
A2MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
540kyb1,dimension c521,10/16/2006,americas,next business day support,qlx,no,10/16/2006,10/16/2007,0,limited technical support,dell,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,
2AOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2HIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
DKAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9jbkyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
jdlkyb1,latitude d620,10/15/2006,americas,dell,10/15/2006,10/14/2010,0,next business day support,uny,10/15/2007,10/14/2010,0,,,,,,,,,,,,,,,
2GEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N84KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7d6kyb1,xps/dimension 410/9200,10/14/2006,americas,next business day support,bsc,no,7/18/2006,7/18/2007,0,xps technical support,dell,no,7/18/2006,7/18/2007,0,,,,,,,,,,,,
8j2kyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
0DIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LAFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N3AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
M2MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2bdkyb1,latitude d420,10/16/2006,americas,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,complete care,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
HOJKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
dm4kyb1,inspiron 6400/e1505,10/15/2006,americas,sol,10/15/2006,10/15/2007,0,limited technical support,dell,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
djpkyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
BI3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
h00kyb1,latitude d820,10/16/2006,americas,next business day support,bsc,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
jpdkyb1,optiplex 745,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
9b2kyb1,dimension e520,10/13/2006,americas,dell,10/13/2006,10/13/2007,0,next business day support,bsc,10/13/2006,10/13/2007,0,,,,,,,,,,,,,,,
FOLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2f0kyb1,latitude d520,10/16/2006,americas,rapid response depot,sol,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
M5PKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cl8kyb1,dimension 1100/b110,10/16/2006,americas,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
5p6kyb1,xps/dimension 410/9200,10/13/2006,americas,bsc,10/13/2007,10/12/2008,0,xps technical support,dell,10/13/2007,10/12/2008,0,,,,,,,,,,,,,,,
jgnkyb1,latitude d620,10/18/2006,americas,client gold support / prosupport,dell,no,10/18/2006,10/17/2009,0,complete care,dell,no,10/18/2006,10/17/2009,0,next business day support,qlx,no,10/18/2007,10/17/2009,0,,,,,,
BIHKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P5FKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NEIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g84kyb1,inspiron 1300/b130,10/16/2006,americas,dell,10/16/2006,10/16/2007,0,rapid response depot,sol,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
29AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9fmkyb1,optiplex 745,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2010,0,,,,,,,,,,,,,,,,,,
h54kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
jjkkyb1,latitude d610,10/15/2006,americas,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,,,,,,,
AJ6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
907kyb1,latitude d620,10/15/2006,americas,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,,,,,,,
KLPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0P7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IF3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1PEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
26ckyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
LHEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I2EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OHKKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4fdkyb1,latitude d420,10/23/2006,latin america,dell,10/19/2006,10/18/2009,0,next business day support,uny,10/19/2007,10/18/2009,0,,,,,,,,,,,,,,,
7h2kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
LJPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6MEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
4p4kyb1,dimension c521,10/14/2006,americas,bsc,10/14/2006,10/14/2007,0,limited technical support,dell,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
IMDKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9kjkyb1,dimension e521,10/16/2006,americas,bsc,10/16/2006,10/16/2007,0,limited technical support,dell,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,
IM2KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A0PKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L3BKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5lhkyb1,latitude d420,10/17/2006,americas,dell,10/17/2006,10/16/2009,0,next business day support,uny,10/17/2007,10/16/2009,0,,,,,,,,,,,,,,,
2GIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2bjkyb1,dimension e521,10/16/2006,americas,limited technical support,dell,no,10/16/2006,10/16/2007,0,next business day support,qlx,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,
dmfkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2010,0,next business day support,uny,no,10/16/2007,10/15/2010,0,,,,,,,,,,,,
100kyb1,xps m1210,10/27/2006,latin america,next business day support,uny,no,10/17/2006,10/17/2007,0,,,,,,,,,,,,,,,,,,
O9BKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KG7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IHGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g4lkyb1,optiplex gx620,10/14/2006,americas,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
5f0kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
PF8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
FIAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
CEGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MKFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0HLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3OJKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OD8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
7j4kyb1,inspiron 6400/e1505,10/16/2006,americas,dell,8/21/2006,8/21/2007,0,rapid response depot,sol,8/21/2006,8/21/2007,0,,,,,,,,,,,,,,,
1kkkyb1,dimension e520,10/16/2006,americas,dell,10/16/2007,10/15/2008,0,next business day support,bsc,10/16/2007,10/15/2008,0,,,,,,,,,,,,,,,
jhbkyb1,inspiron 1300/b130,10/15/2006,americas,limited technical support,dell,no,10/15/2006,10/15/2007,0,next business day support,qlx,no,10/15/2006,10/15/2007,0,,,,,,,,,,,,
A9FKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ICLKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
56mkyb1,inspiron 6400/e1505,10/15/2006,americas,sol,10/15/2006,10/15/2007,0,limited technical support,dell,10/15/2006,10/15/2007,0,,,,,,,,,,,,,,,
KE9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A2MKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9h7kyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,
25EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
f21kyb1,optiplex gx520,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
147kyb1,inspiron 6400/e1505,10/15/2006,canada,next business day support,uny,no,10/15/2007,10/14/2009,0,limited technical support,dell,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,
8g6kyb1,inspiron 6400/e1505,10/17/2006,americas,complete care,dell,no,10/17/2006,10/16/2009,0,next business day support,uny,no,10/17/2007,10/16/2009,0,,,,,,,,,,,,
80jkyb1,dimension e521,10/16/2006,americas,limited technical support,dell,no,10/16/2006,10/16/2007,0,next business day support,qlx,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,
1g2kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
754kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
0LCKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
247kyb1,optiplex gx620,10/15/2006,americas,next business day support,uny,no,10/15/2007,10/14/2010,0,,,,,,,,,,,,,,,,,,
EH7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
jdckyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/14/2009,0,,,,,,,,,,,,,,,,,,
25JKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3O7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MH8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
40ckyb1,dimension e520,10/13/2006,americas,dell,10/13/2007,10/12/2008,0,next business day support,bsc,10/13/2007,10/12/2008,0,,,,,,,,,,,,,,,
jd9kyb1,latitude d620,10/16/2006,canada,next business day support,uny,no,4/7/2010,10/16/2011,271,,,,,,,,,,,,,,,,,,
POMKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L2NKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
hj9kyb1,latitude d620,10/18/2006,americas,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,,,,,,,
G9OKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
JENKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
K3GKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1O7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HO7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
bf7kyb1,dimension c521,10/14/2006,americas,qlx,10/14/2007,10/13/2009,0,limited technical support,dell,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,
4n6kyb1,optiplex gx620,10/14/2006,canada,next business day support,uny,no,10/14/2007,10/13/2011,268,,,,,,,,,,,,,,,,,,
0O3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
EBNKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
FAEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
21EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
LGGKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NP7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
322kyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,1/14/2008,1/13/2010,0,,,,,,,,,,,,,,,,,,
79bkyb1,dimension e521,10/14/2006,americas,bsc,10/14/2006,10/14/2007,0,limited technical support,dell,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
jb4kyb1,dell precision mobile workstation m90,10/15/2006,americas,complete care,dell,no,10/15/2006,10/14/2009,0,client gold support / prosupport,dell,no,10/15/2006,10/14/2009,0,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,
L51KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
cphkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
KO8KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
CP5KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
FI6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
0HBKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
GA3KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
gk5kyb1,latitude d620,10/15/2006,americas,next business day support,uny,no,10/15/2007,10/14/2009,0,,,,,,,,,,,,,,,,,,
DJAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MG7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
jppkyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
9JIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
054KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
KFDKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
E64KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
j55kyb1,latitude d620,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2009,0,client gold support / prosupport,dell,no,10/16/2006,10/15/2009,0,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,
hmpkyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
gp2kyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
KH5KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
OAAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
6n8kyb1,dimension 1100/b110,10/16/2006,americas,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
IIIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P43KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
28AKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
300kyb1,dimension c521,10/17/2006,americas,dell,10/17/2006,10/17/2007,0,next business day support,bsc,10/17/2006,10/17/2007,0,,,,,,,,,,,,,,,
009KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
A7OKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P00KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5ANKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
N07KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
HBEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1f8kyb1,optiplex gx620,10/18/2006,americas,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,,,,,,,
IO1KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
18hkyb1,latitude d620,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
2n9kyb1,optiplex gx620,10/16/2006,americas,keep your hard drive service,dell,no,10/16/2006,10/16/2009,0,next business day support,wang,no,10/17/2007,10/16/2009,0,,,,,,,,,,,,
85hkyb1,latitude d620,10/18/2006,americas,complete care,dell,no,10/18/2006,10/17/2010,0,next business day support,uny,no,10/18/2007,10/17/2010,0,,,,,,,,,,,,
22jkyb1,dimension e521,10/16/2006,americas,next business day support,qlx,no,10/16/2006,10/16/2007,0,limited technical support,dell,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,
EEPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P6IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9I9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
ML7KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L0IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
39nkyb1,poweredge 1950,10/14/2006,americas,bronze software support,dell,no,10/14/2006,10/13/2009,0,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
ON6KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
9hfkyb1,inspiron 9400/e1705,10/18/2006,americas,client gold support / prosupport,dell,no,10/18/2006,10/17/2009,0,complete care,dell,no,10/18/2006,10/17/2009,0,limited technical support,dell,no,10/18/2007,10/17/2009,0,next business day support,uny,no,10/18/2007,10/17/2009,0
GDAKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
BPOKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
I98KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
g8jkyb1,inspiron 9400/e1705,10/16/2006,americas,complete care,dell,no,10/16/2006,10/15/2008,0,next business day support,qlx,no,10/16/2007,10/15/2008,0,limited technical support,dell,no,10/16/2007,10/15/2008,0,,,,,,
14nkyb1,inspiron 6400/e1505,10/16/2006,americas,next business day support,uny,no,10/16/2007,10/15/2009,0,,,,,,,,,,,,,,,,,,
4AFKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
h2hkyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
21pkyb1,latitude d620,10/18/2006,canada,complete care,dell,no,10/18/2006,10/17/2009,0,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,
F0IKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3d9kyb1,optiplex gx620,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
A6FKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O4GKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
L9CKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
O5BKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
P5CKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
5j2kyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
cflkyb1,dimension c521,10/14/2006,americas,dell,10/14/2006,10/14/2007,0,next business day support,bsc,10/14/2006,10/14/2007,0,,,,,,,,,,,,,,,
ILPKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
MALKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
1jdkyb1,latitude d620,10/18/2006,americas,complete care,dell,no,10/18/2006,10/17/2009,0,next business day support,uny,no,10/18/2007,10/17/2009,0,,,,,,,,,,,,
59kkyb1,latitude d520,10/16/2006,americas,next business day support,uny,no,10/16/2006,10/16/2007,0,,,,,,,,,,,,,,,,,,
KO2KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
NBIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
d8kkyb1,dimension c521,10/14/2006,canada,limited technical support,dell,no,10/14/2006,10/14/2007,0,next business day support,wang,no,10/14/2006,10/14/2007,0,,,,,,,,,,,,
59bkyb1,latitude d620,10/16/2006,americas,client gold support / prosupport,dell,no,10/16/2006,10/15/2010,0,next business day support,uny,no,10/16/2007,10/15/2010,0,,,,,,,,,,,,
7l2kyb1,optiplex gx620,10/14/2006,latin america,next business day support,uny,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,,,,,,,
CFEKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
3d3kyb1,optiplex gx520,10/14/2006,americas,keep your hard drive service,dell,no,10/14/2006,10/13/2009,0,next business day support,qlx,no,10/14/2007,10/13/2009,0,,,,,,,,,,,,
FAIKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IGHKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
IM9KYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
G7EKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
2ADKYB1,No warranty information found.,,,,,,,,,,,,,,,,,,,,,,,,,,
